provider,region,country,family,architecture,processor,vCPU,ram(GB),price($/h),N-price($/h),daily_price,N-daily_price,weekly_price,N-weekly_price,monthly_price,N-monthly_price
oci,global,Germany,A2,ARM,Ampere AmpereOne A160-30,4,16,0.06,0.05217,1.44,1.2522,10.08,8.765,43.8,38.09
oci,global,United States,A2,ARM,Ampere AmpereOne A160-30,4,16,0.06,0.05217,1.44,1.2522,10.08,8.765,43.8,38.09
oci,global,South Africa,A2,ARM,Ampere AmpereOne A160-30,4,16,0.06,0.05217,1.44,1.2522,10.08,8.765,43.8,38.09
oci,global,United Kingdom,A2,ARM,Ampere AmpereOne A160-30,4,16,0.06,0.05217,1.44,1.2522,10.08,8.765,43.8,38.09
oci,global,Australia,A2,ARM,Ampere AmpereOne A160-30,4,16,0.06,0.05217,1.44,1.2522,10.08,8.765,43.8,38.09
oci,global,Switzerland,A2,ARM,Ampere AmpereOne A160-30,4,32,0.092,0.08,2.21,1.9217,15.46,13.443,67.16,58.4
oci,global,Israel,A2,ARM,Ampere AmpereOne A160-30,4,32,0.092,0.08,2.21,1.9217,15.46,13.443,67.16,58.4
oci,global,United Arab Emirates,A2,ARM,Ampere AmpereOne A160-30,4,32,0.092,0.08,2.21,1.9217,15.46,13.443,67.16,58.4
oci,global,Japan,A2,ARM,Ampere AmpereOne A160-30,4,32,0.092,0.08,2.21,1.9217,15.46,13.443,67.16,58.4
oci,global,Spain,A2,ARM,Ampere AmpereOne A160-30,4,32,0.092,0.08,2.21,1.9217,15.46,13.443,67.16,58.4
oci,global,Mexico,A2,ARM,Ampere AmpereOne A160-30,4,32,0.092,0.08,2.21,1.9217,15.46,13.443,67.16,58.4
oci,global,South Korea,A2,ARM,Ampere AmpereOne A160-30,4,32,0.092,0.08,2.21,1.9217,15.46,13.443,67.16,58.4
oci,global,Italy,A2,ARM,Ampere AmpereOne A160-30,4,32,0.092,0.08,2.21,1.9217,15.46,13.443,67.16,58.4
oci,global,Ireland,A2,ARM,Ampere AmpereOne A160-30,4,32,0.092,0.08,2.21,1.9217,15.46,13.443,67.16,58.4
oci,global,Brazil,A2,ARM,Ampere AmpereOne A160-30,4,32,0.092,0.08,2.21,1.9217,15.46,13.443,67.16,58.4
oci,global,Singapore,A2,ARM,Ampere AmpereOne A160-30,4,32,0.092,0.08,2.21,1.9217,15.46,13.443,67.16,58.4
oci,global,Indonesia,A2,ARM,Ampere AmpereOne A160-30,4,32,0.092,0.08,2.21,1.9217,15.46,13.443,67.16,58.4
oci,global,Canada,A2,ARM,Ampere AmpereOne A160-30,4,32,0.092,0.08,2.21,1.9217,15.46,13.443,67.16,58.4
oci,global,Sweden,A2,ARM,Ampere AmpereOne A160-30,4,32,0.092,0.08,2.21,1.9217,15.46,13.443,67.16,58.4
oci,global,France,A2,ARM,Ampere AmpereOne A160-30,4,32,0.092,0.08,2.21,1.9217,15.46,13.443,67.16,58.4
oci,global,India,A2,ARM,Ampere AmpereOne A160-30,4,32,0.092,0.08,2.21,1.9217,15.46,13.443,67.16,58.4
oci,global,Malaysia,A2,ARM,Ampere AmpereOne A160-30,4,32,0.092,0.08,2.21,1.9217,15.46,13.443,67.16,58.4
oci,global,Germany,A2,ARM,Ampere AmpereOne A160-30,4,32,0.092,0.08,2.21,1.9217,15.46,13.443,67.16,58.4
oci,global,United States,A2,ARM,Ampere AmpereOne A160-30,4,32,0.092,0.08,2.21,1.9217,15.46,13.443,67.16,58.4
oci,global,South Africa,A2,ARM,Ampere AmpereOne A160-30,4,32,0.092,0.08,2.21,1.9217,15.46,13.443,67.16,58.4
oci,global,United Kingdom,A2,ARM,Ampere AmpereOne A160-30,4,32,0.092,0.08,2.21,1.9217,15.46,13.443,67.16,58.4
oci,global,Australia,A2,ARM,Ampere AmpereOne A160-30,4,32,0.092,0.08,2.21,1.9217,15.46,13.443,67.16,58.4
oci,global,Switzerland,A2,ARM,Ampere AmpereOne A160-30,4,64,0.156,0.13565,3.74,3.2522,26.21,22.791,113.88,99.03
oci,global,Israel,A2,ARM,Ampere AmpereOne A160-30,4,64,0.156,0.13565,3.74,3.2522,26.21,22.791,113.88,99.03
oci,global,United Arab Emirates,A2,ARM,Ampere AmpereOne A160-30,4,64,0.156,0.13565,3.74,3.2522,26.21,22.791,113.88,99.03
oci,global,Japan,A2,ARM,Ampere AmpereOne A160-30,4,64,0.156,0.13565,3.74,3.2522,26.21,22.791,113.88,99.03
oci,global,Spain,A2,ARM,Ampere AmpereOne A160-30,4,64,0.156,0.13565,3.74,3.2522,26.21,22.791,113.88,99.03
oci,global,Mexico,A2,ARM,Ampere AmpereOne A160-30,4,64,0.156,0.13565,3.74,3.2522,26.21,22.791,113.88,99.03
oci,global,South Korea,A2,ARM,Ampere AmpereOne A160-30,4,64,0.156,0.13565,3.74,3.2522,26.21,22.791,113.88,99.03
oci,global,Italy,A2,ARM,Ampere AmpereOne A160-30,4,64,0.156,0.13565,3.74,3.2522,26.21,22.791,113.88,99.03
oci,global,Ireland,A2,ARM,Ampere AmpereOne A160-30,4,64,0.156,0.13565,3.74,3.2522,26.21,22.791,113.88,99.03
oci,global,Brazil,A2,ARM,Ampere AmpereOne A160-30,4,64,0.156,0.13565,3.74,3.2522,26.21,22.791,113.88,99.03
oci,global,Singapore,A2,ARM,Ampere AmpereOne A160-30,4,64,0.156,0.13565,3.74,3.2522,26.21,22.791,113.88,99.03
oci,global,Indonesia,A2,ARM,Ampere AmpereOne A160-30,4,64,0.156,0.13565,3.74,3.2522,26.21,22.791,113.88,99.03
oci,global,Canada,A2,ARM,Ampere AmpereOne A160-30,4,64,0.156,0.13565,3.74,3.2522,26.21,22.791,113.88,99.03
oci,global,Sweden,A2,ARM,Ampere AmpereOne A160-30,4,64,0.156,0.13565,3.74,3.2522,26.21,22.791,113.88,99.03
oci,global,France,A2,ARM,Ampere AmpereOne A160-30,4,64,0.156,0.13565,3.74,3.2522,26.21,22.791,113.88,99.03
oci,global,India,A2,ARM,Ampere AmpereOne A160-30,4,64,0.156,0.13565,3.74,3.2522,26.21,22.791,113.88,99.03
oci,global,Malaysia,A2,ARM,Ampere AmpereOne A160-30,4,64,0.156,0.13565,3.74,3.2522,26.21,22.791,113.88,99.03
oci,global,Germany,A2,ARM,Ampere AmpereOne A160-30,4,64,0.156,0.13565,3.74,3.2522,26.21,22.791,113.88,99.03
oci,global,United States,A2,ARM,Ampere AmpereOne A160-30,4,64,0.156,0.13565,3.74,3.2522,26.21,22.791,113.88,99.03
oci,global,South Africa,A2,ARM,Ampere AmpereOne A160-30,4,64,0.156,0.13565,3.74,3.2522,26.21,22.791,113.88,99.03
oci,global,United Kingdom,A2,ARM,Ampere AmpereOne A160-30,4,64,0.156,0.13565,3.74,3.2522,26.21,22.791,113.88,99.03
oci,global,Australia,A2,ARM,Ampere AmpereOne A160-30,4,64,0.156,0.13565,3.74,3.2522,26.21,22.791,113.88,99.03
oci,global,Switzerland,A2,ARM,Ampere AmpereOne A160-30,8,16,0.088,0.07652,2.11,1.8348,14.78,12.852,64.24,55.86
oci,global,Israel,A2,ARM,Ampere AmpereOne A160-30,8,16,0.088,0.07652,2.11,1.8348,14.78,12.852,64.24,55.86
oci,global,United Arab Emirates,A2,ARM,Ampere AmpereOne A160-30,8,16,0.088,0.07652,2.11,1.8348,14.78,12.852,64.24,55.86
oci,global,Japan,A2,ARM,Ampere AmpereOne A160-30,8,16,0.088,0.07652,2.11,1.8348,14.78,12.852,64.24,55.86
oci,global,Spain,A2,ARM,Ampere AmpereOne A160-30,8,16,0.088,0.07652,2.11,1.8348,14.78,12.852,64.24,55.86
oci,global,Mexico,A2,ARM,Ampere AmpereOne A160-30,8,16,0.088,0.07652,2.11,1.8348,14.78,12.852,64.24,55.86
oci,global,South Korea,A2,ARM,Ampere AmpereOne A160-30,8,16,0.088,0.07652,2.11,1.8348,14.78,12.852,64.24,55.86
oci,global,Italy,A2,ARM,Ampere AmpereOne A160-30,8,16,0.088,0.07652,2.11,1.8348,14.78,12.852,64.24,55.86
oci,global,Ireland,A2,ARM,Ampere AmpereOne A160-30,8,16,0.088,0.07652,2.11,1.8348,14.78,12.852,64.24,55.86
oci,global,Brazil,A2,ARM,Ampere AmpereOne A160-30,8,16,0.088,0.07652,2.11,1.8348,14.78,12.852,64.24,55.86
oci,global,Singapore,A2,ARM,Ampere AmpereOne A160-30,8,16,0.088,0.07652,2.11,1.8348,14.78,12.852,64.24,55.86
oci,global,Indonesia,A2,ARM,Ampere AmpereOne A160-30,8,16,0.088,0.07652,2.11,1.8348,14.78,12.852,64.24,55.86
oci,global,Canada,A2,ARM,Ampere AmpereOne A160-30,8,16,0.088,0.07652,2.11,1.8348,14.78,12.852,64.24,55.86
oci,global,Sweden,A2,ARM,Ampere AmpereOne A160-30,8,16,0.088,0.07652,2.11,1.8348,14.78,12.852,64.24,55.86
oci,global,France,A2,ARM,Ampere AmpereOne A160-30,8,16,0.088,0.07652,2.11,1.8348,14.78,12.852,64.24,55.86
oci,global,India,A2,ARM,Ampere AmpereOne A160-30,8,16,0.088,0.07652,2.11,1.8348,14.78,12.852,64.24,55.86
oci,global,Malaysia,A2,ARM,Ampere AmpereOne A160-30,8,16,0.088,0.07652,2.11,1.8348,14.78,12.852,64.24,55.86
oci,global,Germany,A2,ARM,Ampere AmpereOne A160-30,8,16,0.088,0.07652,2.11,1.8348,14.78,12.852,64.24,55.86
oci,global,United States,A2,ARM,Ampere AmpereOne A160-30,8,16,0.088,0.07652,2.11,1.8348,14.78,12.852,64.24,55.86
oci,global,South Africa,A2,ARM,Ampere AmpereOne A160-30,8,16,0.088,0.07652,2.11,1.8348,14.78,12.852,64.24,55.86
oci,global,United Kingdom,A2,ARM,Ampere AmpereOne A160-30,8,16,0.088,0.07652,2.11,1.8348,14.78,12.852,64.24,55.86
oci,global,Australia,A2,ARM,Ampere AmpereOne A160-30,8,16,0.088,0.07652,2.11,1.8348,14.78,12.852,64.24,55.86
oci,global,Switzerland,A2,ARM,Ampere AmpereOne A160-30,8,32,0.12,0.10435,2.88,2.5043,20.16,17.53,87.6,76.17
oci,global,Israel,A2,ARM,Ampere AmpereOne A160-30,8,32,0.12,0.10435,2.88,2.5043,20.16,17.53,87.6,76.17
oci,global,United Arab Emirates,A2,ARM,Ampere AmpereOne A160-30,8,32,0.12,0.10435,2.88,2.5043,20.16,17.53,87.6,76.17
oci,global,Japan,A2,ARM,Ampere AmpereOne A160-30,8,32,0.12,0.10435,2.88,2.5043,20.16,17.53,87.6,76.17
oci,global,Spain,A2,ARM,Ampere AmpereOne A160-30,8,32,0.12,0.10435,2.88,2.5043,20.16,17.53,87.6,76.17
oci,global,Mexico,A2,ARM,Ampere AmpereOne A160-30,8,32,0.12,0.10435,2.88,2.5043,20.16,17.53,87.6,76.17
oci,global,South Korea,A2,ARM,Ampere AmpereOne A160-30,8,32,0.12,0.10435,2.88,2.5043,20.16,17.53,87.6,76.17
oci,global,Italy,A2,ARM,Ampere AmpereOne A160-30,8,32,0.12,0.10435,2.88,2.5043,20.16,17.53,87.6,76.17
oci,global,Ireland,A2,ARM,Ampere AmpereOne A160-30,8,32,0.12,0.10435,2.88,2.5043,20.16,17.53,87.6,76.17
oci,global,Brazil,A2,ARM,Ampere AmpereOne A160-30,8,32,0.12,0.10435,2.88,2.5043,20.16,17.53,87.6,76.17
oci,global,Singapore,A2,ARM,Ampere AmpereOne A160-30,8,32,0.12,0.10435,2.88,2.5043,20.16,17.53,87.6,76.17
oci,global,Indonesia,A2,ARM,Ampere AmpereOne A160-30,8,32,0.12,0.10435,2.88,2.5043,20.16,17.53,87.6,76.17
oci,global,Canada,A2,ARM,Ampere AmpereOne A160-30,8,32,0.12,0.10435,2.88,2.5043,20.16,17.53,87.6,76.17
oci,global,Sweden,A2,ARM,Ampere AmpereOne A160-30,8,32,0.12,0.10435,2.88,2.5043,20.16,17.53,87.6,76.17
oci,global,France,A2,ARM,Ampere AmpereOne A160-30,8,32,0.12,0.10435,2.88,2.5043,20.16,17.53,87.6,76.17
oci,global,India,A2,ARM,Ampere AmpereOne A160-30,8,32,0.12,0.10435,2.88,2.5043,20.16,17.53,87.6,76.17
oci,global,Malaysia,A2,ARM,Ampere AmpereOne A160-30,8,32,0.12,0.10435,2.88,2.5043,20.16,17.53,87.6,76.17
oci,global,Germany,A2,ARM,Ampere AmpereOne A160-30,8,32,0.12,0.10435,2.88,2.5043,20.16,17.53,87.6,76.17
oci,global,United States,A2,ARM,Ampere AmpereOne A160-30,8,32,0.12,0.10435,2.88,2.5043,20.16,17.53,87.6,76.17
oci,global,South Africa,A2,ARM,Ampere AmpereOne A160-30,8,32,0.12,0.10435,2.88,2.5043,20.16,17.53,87.6,76.17
oci,global,United Kingdom,A2,ARM,Ampere AmpereOne A160-30,8,32,0.12,0.10435,2.88,2.5043,20.16,17.53,87.6,76.17
oci,global,Australia,A2,ARM,Ampere AmpereOne A160-30,8,32,0.12,0.10435,2.88,2.5043,20.16,17.53,87.6,76.17
oci,global,Switzerland,A2,ARM,Ampere AmpereOne A160-30,8,64,0.184,0.16,4.42,3.8435,30.91,26.878,134.32,116.8
oci,global,Israel,A2,ARM,Ampere AmpereOne A160-30,8,64,0.184,0.16,4.42,3.8435,30.91,26.878,134.32,116.8
oci,global,United Arab Emirates,A2,ARM,Ampere AmpereOne A160-30,8,64,0.184,0.16,4.42,3.8435,30.91,26.878,134.32,116.8
oci,global,Japan,A2,ARM,Ampere AmpereOne A160-30,8,64,0.184,0.16,4.42,3.8435,30.91,26.878,134.32,116.8
oci,global,Spain,A2,ARM,Ampere AmpereOne A160-30,8,64,0.184,0.16,4.42,3.8435,30.91,26.878,134.32,116.8
oci,global,Mexico,A2,ARM,Ampere AmpereOne A160-30,8,64,0.184,0.16,4.42,3.8435,30.91,26.878,134.32,116.8
oci,global,South Korea,A2,ARM,Ampere AmpereOne A160-30,8,64,0.184,0.16,4.42,3.8435,30.91,26.878,134.32,116.8
oci,global,Italy,A2,ARM,Ampere AmpereOne A160-30,8,64,0.184,0.16,4.42,3.8435,30.91,26.878,134.32,116.8
oci,global,Ireland,A2,ARM,Ampere AmpereOne A160-30,8,64,0.184,0.16,4.42,3.8435,30.91,26.878,134.32,116.8
oci,global,Brazil,A2,ARM,Ampere AmpereOne A160-30,8,64,0.184,0.16,4.42,3.8435,30.91,26.878,134.32,116.8
oci,global,Singapore,A2,ARM,Ampere AmpereOne A160-30,8,64,0.184,0.16,4.42,3.8435,30.91,26.878,134.32,116.8
oci,global,Indonesia,A2,ARM,Ampere AmpereOne A160-30,8,64,0.184,0.16,4.42,3.8435,30.91,26.878,134.32,116.8
oci,global,Canada,A2,ARM,Ampere AmpereOne A160-30,8,64,0.184,0.16,4.42,3.8435,30.91,26.878,134.32,116.8
oci,global,Sweden,A2,ARM,Ampere AmpereOne A160-30,8,64,0.184,0.16,4.42,3.8435,30.91,26.878,134.32,116.8
oci,global,France,A2,ARM,Ampere AmpereOne A160-30,8,64,0.184,0.16,4.42,3.8435,30.91,26.878,134.32,116.8
oci,global,India,A2,ARM,Ampere AmpereOne A160-30,8,64,0.184,0.16,4.42,3.8435,30.91,26.878,134.32,116.8
oci,global,Malaysia,A2,ARM,Ampere AmpereOne A160-30,8,64,0.184,0.16,4.42,3.8435,30.91,26.878,134.32,116.8
oci,global,Germany,A2,ARM,Ampere AmpereOne A160-30,8,64,0.184,0.16,4.42,3.8435,30.91,26.878,134.32,116.8
oci,global,United States,A2,ARM,Ampere AmpereOne A160-30,8,64,0.184,0.16,4.42,3.8435,30.91,26.878,134.32,116.8
oci,global,South Africa,A2,ARM,Ampere AmpereOne A160-30,8,64,0.184,0.16,4.42,3.8435,30.91,26.878,134.32,116.8
oci,global,United Kingdom,A2,ARM,Ampere AmpereOne A160-30,8,64,0.184,0.16,4.42,3.8435,30.91,26.878,134.32,116.8
oci,global,Australia,A2,ARM,Ampere AmpereOne A160-30,8,64,0.184,0.16,4.42,3.8435,30.91,26.878,134.32,116.8
oci,global,Switzerland,A2,ARM,Ampere AmpereOne A160-30,8,128,0.312,0.2713,7.49,6.513,52.42,45.583,227.76,198.05
oci,global,Israel,A2,ARM,Ampere AmpereOne A160-30,8,128,0.312,0.2713,7.49,6.513,52.42,45.583,227.76,198.05
oci,global,United Arab Emirates,A2,ARM,Ampere AmpereOne A160-30,8,128,0.312,0.2713,7.49,6.513,52.42,45.583,227.76,198.05
oci,global,Japan,A2,ARM,Ampere AmpereOne A160-30,8,128,0.312,0.2713,7.49,6.513,52.42,45.583,227.76,198.05
oci,global,Spain,A2,ARM,Ampere AmpereOne A160-30,8,128,0.312,0.2713,7.49,6.513,52.42,45.583,227.76,198.05
oci,global,Mexico,A2,ARM,Ampere AmpereOne A160-30,8,128,0.312,0.2713,7.49,6.513,52.42,45.583,227.76,198.05
oci,global,South Korea,A2,ARM,Ampere AmpereOne A160-30,8,128,0.312,0.2713,7.49,6.513,52.42,45.583,227.76,198.05
oci,global,Italy,A2,ARM,Ampere AmpereOne A160-30,8,128,0.312,0.2713,7.49,6.513,52.42,45.583,227.76,198.05
oci,global,Ireland,A2,ARM,Ampere AmpereOne A160-30,8,128,0.312,0.2713,7.49,6.513,52.42,45.583,227.76,198.05
oci,global,Brazil,A2,ARM,Ampere AmpereOne A160-30,8,128,0.312,0.2713,7.49,6.513,52.42,45.583,227.76,198.05
oci,global,Singapore,A2,ARM,Ampere AmpereOne A160-30,8,128,0.312,0.2713,7.49,6.513,52.42,45.583,227.76,198.05
oci,global,Indonesia,A2,ARM,Ampere AmpereOne A160-30,8,128,0.312,0.2713,7.49,6.513,52.42,45.583,227.76,198.05
oci,global,Canada,A2,ARM,Ampere AmpereOne A160-30,8,128,0.312,0.2713,7.49,6.513,52.42,45.583,227.76,198.05
oci,global,Sweden,A2,ARM,Ampere AmpereOne A160-30,8,128,0.312,0.2713,7.49,6.513,52.42,45.583,227.76,198.05
oci,global,France,A2,ARM,Ampere AmpereOne A160-30,8,128,0.312,0.2713,7.49,6.513,52.42,45.583,227.76,198.05
oci,global,India,A2,ARM,Ampere AmpereOne A160-30,8,128,0.312,0.2713,7.49,6.513,52.42,45.583,227.76,198.05
oci,global,Malaysia,A2,ARM,Ampere AmpereOne A160-30,8,128,0.312,0.2713,7.49,6.513,52.42,45.583,227.76,198.05
oci,global,Germany,A2,ARM,Ampere AmpereOne A160-30,8,128,0.312,0.2713,7.49,6.513,52.42,45.583,227.76,198.05
oci,global,United States,A2,ARM,Ampere AmpereOne A160-30,8,128,0.312,0.2713,7.49,6.513,52.42,45.583,227.76,198.05
oci,global,South Africa,A2,ARM,Ampere AmpereOne A160-30,8,128,0.312,0.2713,7.49,6.513,52.42,45.583,227.76,198.05
oci,global,United Kingdom,A2,ARM,Ampere AmpereOne A160-30,8,128,0.312,0.2713,7.49,6.513,52.42,45.583,227.76,198.05
oci,global,Australia,A2,ARM,Ampere AmpereOne A160-30,8,128,0.312,0.2713,7.49,6.513,52.42,45.583,227.76,198.05
oci,global,Switzerland,A2,ARM,Ampere AmpereOne A160-30,16,32,0.176,0.15304,4.22,3.6696,29.57,25.713,128.48,111.72
oci,global,Israel,A2,ARM,Ampere AmpereOne A160-30,16,32,0.176,0.15304,4.22,3.6696,29.57,25.713,128.48,111.72
oci,global,United Arab Emirates,A2,ARM,Ampere AmpereOne A160-30,16,32,0.176,0.15304,4.22,3.6696,29.57,25.713,128.48,111.72
oci,global,Japan,A2,ARM,Ampere AmpereOne A160-30,16,32,0.176,0.15304,4.22,3.6696,29.57,25.713,128.48,111.72
oci,global,Spain,A2,ARM,Ampere AmpereOne A160-30,16,32,0.176,0.15304,4.22,3.6696,29.57,25.713,128.48,111.72
oci,global,Mexico,A2,ARM,Ampere AmpereOne A160-30,16,32,0.176,0.15304,4.22,3.6696,29.57,25.713,128.48,111.72
oci,global,South Korea,A2,ARM,Ampere AmpereOne A160-30,16,32,0.176,0.15304,4.22,3.6696,29.57,25.713,128.48,111.72
oci,global,Italy,A2,ARM,Ampere AmpereOne A160-30,16,32,0.176,0.15304,4.22,3.6696,29.57,25.713,128.48,111.72
oci,global,Ireland,A2,ARM,Ampere AmpereOne A160-30,16,32,0.176,0.15304,4.22,3.6696,29.57,25.713,128.48,111.72
oci,global,Brazil,A2,ARM,Ampere AmpereOne A160-30,16,32,0.176,0.15304,4.22,3.6696,29.57,25.713,128.48,111.72
oci,global,Singapore,A2,ARM,Ampere AmpereOne A160-30,16,32,0.176,0.15304,4.22,3.6696,29.57,25.713,128.48,111.72
oci,global,Indonesia,A2,ARM,Ampere AmpereOne A160-30,16,32,0.176,0.15304,4.22,3.6696,29.57,25.713,128.48,111.72
oci,global,Canada,A2,ARM,Ampere AmpereOne A160-30,16,32,0.176,0.15304,4.22,3.6696,29.57,25.713,128.48,111.72
oci,global,Sweden,A2,ARM,Ampere AmpereOne A160-30,16,32,0.176,0.15304,4.22,3.6696,29.57,25.713,128.48,111.72
oci,global,France,A2,ARM,Ampere AmpereOne A160-30,16,32,0.176,0.15304,4.22,3.6696,29.57,25.713,128.48,111.72
oci,global,India,A2,ARM,Ampere AmpereOne A160-30,16,32,0.176,0.15304,4.22,3.6696,29.57,25.713,128.48,111.72
oci,global,Malaysia,A2,ARM,Ampere AmpereOne A160-30,16,32,0.176,0.15304,4.22,3.6696,29.57,25.713,128.48,111.72
oci,global,Germany,A2,ARM,Ampere AmpereOne A160-30,16,32,0.176,0.15304,4.22,3.6696,29.57,25.713,128.48,111.72
oci,global,United States,A2,ARM,Ampere AmpereOne A160-30,16,32,0.176,0.15304,4.22,3.6696,29.57,25.713,128.48,111.72
oci,global,South Africa,A2,ARM,Ampere AmpereOne A160-30,16,32,0.176,0.15304,4.22,3.6696,29.57,25.713,128.48,111.72
oci,global,United Kingdom,A2,ARM,Ampere AmpereOne A160-30,16,32,0.176,0.15304,4.22,3.6696,29.57,25.713,128.48,111.72
oci,global,Australia,A2,ARM,Ampere AmpereOne A160-30,16,32,0.176,0.15304,4.22,3.6696,29.57,25.713,128.48,111.72
oci,global,Switzerland,A2,ARM,Ampere AmpereOne A160-30,16,64,0.24,0.2087,5.76,5.0087,40.32,35.061,175.2,152.35
oci,global,Israel,A2,ARM,Ampere AmpereOne A160-30,16,64,0.24,0.2087,5.76,5.0087,40.32,35.061,175.2,152.35
oci,global,United Arab Emirates,A2,ARM,Ampere AmpereOne A160-30,16,64,0.24,0.2087,5.76,5.0087,40.32,35.061,175.2,152.35
oci,global,Japan,A2,ARM,Ampere AmpereOne A160-30,16,64,0.24,0.2087,5.76,5.0087,40.32,35.061,175.2,152.35
oci,global,Spain,A2,ARM,Ampere AmpereOne A160-30,16,64,0.24,0.2087,5.76,5.0087,40.32,35.061,175.2,152.35
oci,global,Mexico,A2,ARM,Ampere AmpereOne A160-30,16,64,0.24,0.2087,5.76,5.0087,40.32,35.061,175.2,152.35
oci,global,South Korea,A2,ARM,Ampere AmpereOne A160-30,16,64,0.24,0.2087,5.76,5.0087,40.32,35.061,175.2,152.35
oci,global,Italy,A2,ARM,Ampere AmpereOne A160-30,16,64,0.24,0.2087,5.76,5.0087,40.32,35.061,175.2,152.35
oci,global,Ireland,A2,ARM,Ampere AmpereOne A160-30,16,64,0.24,0.2087,5.76,5.0087,40.32,35.061,175.2,152.35
oci,global,Brazil,A2,ARM,Ampere AmpereOne A160-30,16,64,0.24,0.2087,5.76,5.0087,40.32,35.061,175.2,152.35
oci,global,Singapore,A2,ARM,Ampere AmpereOne A160-30,16,64,0.24,0.2087,5.76,5.0087,40.32,35.061,175.2,152.35
oci,global,Indonesia,A2,ARM,Ampere AmpereOne A160-30,16,64,0.24,0.2087,5.76,5.0087,40.32,35.061,175.2,152.35
oci,global,Canada,A2,ARM,Ampere AmpereOne A160-30,16,64,0.24,0.2087,5.76,5.0087,40.32,35.061,175.2,152.35
oci,global,Sweden,A2,ARM,Ampere AmpereOne A160-30,16,64,0.24,0.2087,5.76,5.0087,40.32,35.061,175.2,152.35
oci,global,France,A2,ARM,Ampere AmpereOne A160-30,16,64,0.24,0.2087,5.76,5.0087,40.32,35.061,175.2,152.35
oci,global,India,A2,ARM,Ampere AmpereOne A160-30,16,64,0.24,0.2087,5.76,5.0087,40.32,35.061,175.2,152.35
oci,global,Malaysia,A2,ARM,Ampere AmpereOne A160-30,16,64,0.24,0.2087,5.76,5.0087,40.32,35.061,175.2,152.35
oci,global,Germany,A2,ARM,Ampere AmpereOne A160-30,16,64,0.24,0.2087,5.76,5.0087,40.32,35.061,175.2,152.35
